"sample_name","sample_title","organism","strain","age","sex","tissue","collection_date","Dataset","Run","Sample","Replicate","GMCode","TZCode","Locus","Abbreviation","ChimpNumber","Alive","title","library_ID","design_description","library_strategy","library_source","library_selection","library_layout","platform","instrument_model","filetype","filename","filename2","Filename","SRR"
"170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ10_S58_L001","Dataset_3-TZ_18-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","10",,,271,"1","Ch-18",18,"","Dataset_3-TZ_18-Locus_1","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ10_S58_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ10_S58_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ10_S58_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ10_S58_L001_R1_001.fastq.gz","SRR6809543"
"170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ10_S70_L001","Dataset_3-TZ_18-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","10",1,,271,"2","Ch-18",18,"","Dataset_3-TZ_18-Locus_2","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ10_S70_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ10_S70_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ10_S70_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ10_S70_L001_R1_001.fastq.gz","SRR6809544"
"170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ10_S70_L001","Dataset_3-TZ_18-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","10",2,,271,"2","Ch-18",18,"","Dataset_3-TZ_18-Locus_2","170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ10_S70_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ10_S70_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ10_S70_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ10_S70_L001_R1_001.fastq.gz","SRR6809545"
"170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ10_S70_L001","Dataset_3-TZ_18-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","10",3,,271,"2","Ch-18",18,"","Dataset_3-TZ_18-Locus_2","170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ10_S70_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ10_S70_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ10_S70_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ10_S70_L001_R1_001.fastq.gz","SRR6809546"
"170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ10_S70_L001","Dataset_3-TZ_18-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","10",,,271,"2","Ch-18",18,"","Dataset_3-TZ_18-Locus_2","170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ10_S70_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ10_S70_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ10_S70_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ10_S70_L001_R1_001.fastq.gz","SRR6809547"
"170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ10_S82_L001","Dataset_3-TZ_18-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","10",1,,271,"3","Ch-18",18,"","Dataset_3-TZ_18-Locus_3","170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ10_S82_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ10_S82_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ10_S82_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ10_S82_L001_R1_001.fastq.gz","SRR6809712"
"170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ10_S82_L001","Dataset_3-TZ_18-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","10",2,,271,"3","Ch-18",18,"","Dataset_3-TZ_18-Locus_3","170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ10_S82_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ10_S82_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ10_S82_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ10_S82_L001_R1_001.fastq.gz","SRR6809711"
"170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ10_S82_L001","Dataset_3-TZ_18-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","10",3,,271,"3","Ch-18",18,"","Dataset_3-TZ_18-Locus_3","170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ10_S82_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ10_S82_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ10_S82_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ10_S82_L001_R1_001.fastq.gz","SRR6809714"
"170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ10_S82_L001","Dataset_3-TZ_18-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","10",,,271,"3","Ch-18",18,"","Dataset_3-TZ_18-Locus_3","170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ10_S82_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ10_S82_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ10_S82_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ10_S82_L001_R1_001.fastq.gz","SRR6809713"
"170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ10_S94_L001","Dataset_3-TZ_18-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","10",1,,271,"4","Ch-18",18,"","Dataset_3-TZ_18-Locus_4","170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ10_S94_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ10_S94_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ10_S94_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ10_S94_L001_R1_001.fastq.gz","SRR6809716"
"170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ10_S94_L001","Dataset_3-TZ_18-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","10",2,,271,"4","Ch-18",18,"","Dataset_3-TZ_18-Locus_4","170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ10_S94_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ10_S94_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ10_S94_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ10_S94_L001_R1_001.fastq.gz","SRR6809715"
"170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ10_S94_L001","Dataset_3-TZ_18-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","10",3,,271,"4","Ch-18",18,"","Dataset_3-TZ_18-Locus_4","170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ10_S94_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ10_S94_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ10_S94_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ10_S94_L001_R1_001.fastq.gz","SRR6809718"
"170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ10_S94_L001","Dataset_3-TZ_18-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","10",,,271,"4","Ch-18",18,"","Dataset_3-TZ_18-Locus_4","170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ10_S94_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ10_S94_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ10_S94_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ10_S94_L001_R1_001.fastq.gz","SRR6809717"
"170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ10_S10_L001","Dataset_3-TZ_18-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","10",1,,271,"A","Ch-18",18,"","Dataset_3-TZ_18-Locus_A","170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ10_S10_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ10_S10_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ10_S10_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ10_S10_L001_R1_001.fastq.gz","EMPTY"
"170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ10_S10_L001","Dataset_3-TZ_18-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","10",2,,271,"A","Ch-18",18,"","Dataset_3-TZ_18-Locus_A","170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ10_S10_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ10_S10_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ10_S10_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ10_S10_L001_R1_001.fastq.gz","SRR6809719"
"170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ10_S10_L001","Dataset_3-TZ_18-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","10",3,,271,"A","Ch-18",18,"","Dataset_3-TZ_18-Locus_A","170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ10_S10_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ10_S10_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ10_S10_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ10_S10_L001_R1_001.fastq.gz","SRR6809430"
"170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ10_S10_L001","Dataset_3-TZ_18-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","10",,,271,"A","Ch-18",18,"","Dataset_3-TZ_18-Locus_A","170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ10_S10_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ10_S10_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ10_S10_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ10_S10_L001_R1_001.fastq.gz","SRR6809431"
"170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ10_S22_L001","Dataset_3-TZ_18-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","10",1,,271,"B","Ch-18",18,"","Dataset_3-TZ_18-Locus_B","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ10_S22_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ10_S22_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ10_S22_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ10_S22_L001_R1_001.fastq.gz","SRR6809428"
"170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ10_S22_L001","Dataset_3-TZ_18-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","10",2,,271,"B","Ch-18",18,"","Dataset_3-TZ_18-Locus_B","170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ10_S22_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ10_S22_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ10_S22_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ10_S22_L001_R1_001.fastq.gz","SRR6809429"
"170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ10_S22_L001","Dataset_3-TZ_18-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","10",3,,271,"B","Ch-18",18,"","Dataset_3-TZ_18-Locus_B","170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ10_S22_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ10_S22_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ10_S22_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ10_S22_L001_R1_001.fastq.gz","SRR6809434"
"170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ10_S22_L001","Dataset_3-TZ_18-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","10",,,271,"B","Ch-18",18,"","Dataset_3-TZ_18-Locus_B","170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ10_S22_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ10_S22_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ10_S22_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ10_S22_L001_R1_001.fastq.gz","SRR6809435"
"170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ10_S34_L001","Dataset_3-TZ_18-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","10",1,,271,"C","Ch-18",18,"","Dataset_3-TZ_18-Locus_C","170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ10_S34_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ10_S34_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ10_S34_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ10_S34_L001_R1_001.fastq.gz","SRR6809432"
"170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ10_S34_L001","Dataset_3-TZ_18-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","10",2,,271,"C","Ch-18",18,"","Dataset_3-TZ_18-Locus_C","170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ10_S34_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ10_S34_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ10_S34_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ10_S34_L001_R1_001.fastq.gz","SRR6809433"
"170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ10_S34_L001","Dataset_3-TZ_18-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","10",3,,271,"C","Ch-18",18,"","Dataset_3-TZ_18-Locus_C","170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ10_S34_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ10_S34_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ10_S34_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ10_S34_L001_R1_001.fastq.gz","SRR6809436"
"170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ10_S34_L001","Dataset_3-TZ_18-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","10",,,271,"C","Ch-18",18,"","Dataset_3-TZ_18-Locus_C","170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ10_S34_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ10_S34_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ10_S34_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ10_S34_L001_R1_001.fastq.gz","SRR6809437"
"170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ10_S46_L001","Dataset_3-TZ_18-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","10",1,,271,"D","Ch-18",18,"","Dataset_3-TZ_18-Locus_D","170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ10_S46_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ10_S46_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ10_S46_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ10_S46_L001_R1_001.fastq.gz","SRR6809497"
"170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ10_S46_L001","Dataset_3-TZ_18-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","10",2,,271,"D","Ch-18",18,"","Dataset_3-TZ_18-Locus_D","170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ10_S46_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ10_S46_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ10_S46_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ10_S46_L001_R1_001.fastq.gz","SRR6809496"
"170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ10_S46_L001","Dataset_3-TZ_18-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","10",3,,271,"D","Ch-18",18,"","Dataset_3-TZ_18-Locus_D","170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ10_S46_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ10_S46_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ10_S46_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ10_S46_L001_R1_001.fastq.gz","SRR6809495"
"170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ10_S46_L001","Dataset_3-TZ_18-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","10",,,271,"D","Ch-18",18,"","Dataset_3-TZ_18-Locus_D","170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ10_S46_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ10_S46_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ10_S46_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ10_S46_L001_R1_001.fastq.gz","SRR6809494"
"170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ11_S59_L001","Dataset_3-TZ_67-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","11",1,,320,"1","Ch-67",67,"","Dataset_3-TZ_67-Locus_1","170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ11_S59_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ11_S59_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ11_S59_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ11_S59_L001_R1_001.fastq.gz","SRR6809501"
"170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ11_S59_L001","Dataset_3-TZ_67-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","11",2,,320,"1","Ch-67",67,"","Dataset_3-TZ_67-Locus_1","170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ11_S59_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ11_S59_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ11_S59_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ11_S59_L001_R1_001.fastq.gz","SRR6809500"
"170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ11_S59_L001","Dataset_3-TZ_67-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","11",3,,320,"1","Ch-67",67,"","Dataset_3-TZ_67-Locus_1","170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ11_S59_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ11_S59_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ11_S59_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ11_S59_L001_R1_001.fastq.gz","SRR6809499"
"170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ11_S59_L001","Dataset_3-TZ_67-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","11",,,320,"1","Ch-67",67,"","Dataset_3-TZ_67-Locus_1","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ11_S59_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ11_S59_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ11_S59_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ11_S59_L001_R1_001.fastq.gz","SRR6809498"
